[5/20][900/1583]	Loss_D: 0.4925	Loss_G: 1.9367	D(x): 0.7255	D(G(z)): 0.1264 / 0.1740
[5/20][950/1583]	Loss_D: 0.4639	Loss_G: 3.1134	D(x): 0.8719	D(G(z)): 0.2556 / 0.0595
[5/20][1000/1583]	Loss_D: 0.6247	Loss_G: 3.2816	D(x): 0.8689	D(G(z)): 0.3474 / 0.0511
[5/20][1050/1583]	Loss_D: 3.3668	Loss_G: 1.0537	D(x): 0.0658	D(G(z)): 0.0060 / 0.4525
[5/20][1100/1583]	Loss_D: 0.5830	Loss_G: 3.8537	D(x): 0.9346	D(G(z)): 0.3664 / 0.0295
[5/20][1150/1583]	Loss_D: 1.8337	Loss_G: 0.7197	D(x): 0.2233	D(G(z)): 0.0246 / 0.5362
[5/20][1200/1583]	Loss_D: 1.7524	Loss_G: 4.4509	D(x): 0.9404	D(G(z)): 0.7401 / 0.0282
[5/20][1250/1583]	Loss_D: 0.8458	Loss_G: 1.0297	D(x): 0.5096	D(G(z)): 0.0697 / 0.4225
[5/20][1300/1583]	Loss_D: 0.4617	Loss_G: 2.7031	D(x): 0.7780	D(G(z)): 0.1562 / 0.0874
[5/20][1350/1583]	Loss_D: 0.4338	Loss_G: 3.3832	D(x): 0.9311	D(G(z)): 0.2784 / 0.0450
[5/20][1400/1583]	Loss_D: 0.5333	Loss_G: 2.4208	D(x): 0.7333	D(G(z)): 0.1409 / 0.1246
[5/20][1450/1583]	Loss_D: 0.6695	Loss_G: 3.1874	D(x): 0.8812	D(G(z)): 0.3815 / 0.0541
[5/20][1500/1583]	Loss_D: 0.5736	Loss_G: 4.6562	D(x): 0.9418	D(G(z)): 0.3684 / 0.0126
[5/20][1550/1583]	Loss_D: 1.6197	Loss_G: 5.6047	D(x): 0.9623	D(G(z)): 0.7248 / 0.0065
[6/20][0/1583]	Loss_D: 0.5238	Loss_G: 3.3502	D(x): 0.8444	D(G(z)): 0.2505 / 0.0487
[6/20][50/1583]	Loss_D: 0.5537	Loss_G: 1.1836	D(x): 0.6932	D(G(z)): 0.1113 / 0.3585
[6/20][100/1583]	Loss_D: 0.5267	Loss_G: 2.0091	D(x): 0.7261	D(G(z)): 0.1459 / 0.1731
[6/20][150/1583]	Loss_D: 0.3992	Loss_G: 3.6654	D(x): 0.9087	D(G(z)): 0.2410 / 0.0345
